,Price,Year,Mileage,City,State,Vin,Make,Model,City Rank,State Rank,Vin Rank,Make Rank,Model Rank,Predicted Price
220,17800,2014,19293,Melbourne, FL,JM1GJ1V63E1161121,Mazda,Mazda6Touring,193,19,220,15,38,20796.584762989824
221,29987,2014,82160,Denver, CO,1C6RR7PTXES161769,Ram,1500Laramie,194,14,221,20,109,16199.977907208004
222,9399,2012,51208,Las Vegas, NV,WMWZB3C58CWM04821,MINI,Cooper,195,32,222,28,153,18508.700251674993
223,19490,2015,44281,Long Island City, NY,2GNFLGEK1F6407904,Chevrolet,EquinoxAWD,196,31,223,0,10,18946.935874768686
224,17952,2014,48869,Jersey City, NJ,5TFTX4CN8EX044138,Toyota,TacomaAccess,197,20,224,3,154,18708.35828530588
225,15500,2014,44777,Long Island City, NY,4T4BF1FK2ER383558,Toyota,CamryLE,196,31,225,3,126,18991.99912067402
226,4500,2006,151221,High Point, NC,KNDJD733565634388,Kia,Sorento4dr,198,7,226,5,155,11051.99970579633
227,4977,2004,146375,Tacoma, WA,KNAFE121245009814,Kia,Spectra4dr,169,3,227,5,156,11355.603986835671
228,3998,2001,135145,Fuquay-Varina, NC,1NXBR12E41Z448213,Toyota,Corolla4dr,199,7,228,3,12,12086.0573825815
229,12873,2014,47973,Greenfield, WI,5YFBURHE9EP145553,Toyota,CorollaL,200,16,229,3,157,18791.481207332756
230,25495,2014,69731,Philadelphia, PA,1N6AA0EC7EN516447,Nissan,TitanCrew,201,10,230,2,49,17101.991509509193
231,13995,2016,19220,Tempe, AZ,1G1BC5SM0G7237241,Chevrolet,CruzeLS,35,18,231,0,158,20739.129566060994
232,12999,2016,20849,Miami, FL,1N4AL3AP3GN381371,Nissan,Altima2.5,95,19,232,2,4,20579.761618085136
233,5395,2010,127875,San Antonio, TX,1FAHP3HN3AW207888,Ford,Focus4dr,40,6,233,4,159,12642.738116583323
234,13500,2014,23929,Bedford, IN,1FADP3K29EL361915,Ford,FocusHatchback,134,29,234,4,18,20395.484896638874
235,12597,2011,48830,Harrisonburg, VA,1HGCP2F43BA025312,Honda,Accord,202,12,235,9,40,18623.339307733175
236,17988,2016,8894,Hampton, VA,2HGFC2F55GH511744,Honda,Civic,203,12,236,9,19,21620.437652457713
237,21900,2013,16028,Naperville, IL,WBA3B3G56DNR80706,BMW,3,204,2,237,13,86,21113.9344053751
238,4988,2008,184288,Jacksonville, FL,WVWTK73C18E212023,Volkswagen,Passat,205,19,238,16,160,8666.483122004249
239,9999,2008,92220,Merrillville, IN,KNDJC736685779309,Kia,Sorento4WD,206,29,239,5,161,15486.226875950288
240,27500,2014,66257,Union City, GA,WBAFV3C55ED685842,BMW,5,177,1,240,13,48,17350.31200559081
241,27858,2013,47960,Little Rock, AR,JTHFF2C20D2527708,Lexus,IS,207,38,241,8,162,18823.24784742049
242,26519,2015,18982,Nokomis, FL,1FM5K7D88FGC03996,Ford,ExplorerXLT,208,19,242,4,163,20991.972532014603
243,21723,2017,21188,Madison, WI,3C6TRVAG2HE536499,Ram,ProMaster,209,16,243,20,107,20811.740739194833
244,8995,2011,80992,St Cloud, MN,2G1WF5EKXB1158362,Chevrolet,ImpalaLS,210,8,244,0,101,16317.917651081452
245,33991,2015,22000,Houston, TX,2T2ZK1BA4FC186889,Lexus,RX,6,6,245,8,164,20521.311568825557
246,30995,2015,29267,Lawrenceville, NJ,YV4902RC9F2622414,Volvo,XC60T6,211,20,246,17,165,20245.647454735645
247,18772,2016,49949,Reading, PA,3VW4T7AJ7GM296051,Volkswagen,Jetta,212,10,247,16,166,18728.631744831062
248,12977,2014,15966,Hollywood, FL,1N4AL3AP2EC183874,Nissan,Altima2.5,213,19,248,2,4,21103.69724597631
249,58695,2017,8979,Gilbert, AZ,4JGDA5JB9HA829176,Mercedes-Benz,GLEGLE,214,18,249,6,167,21779.897134669023
250,19995,2013,106000,Beverly, MA,1FTFW1EF9DFC83934,Ford,F-150SuperCrew,215,21,250,4,8,14438.609700169212
251,16750,2014,37339,Louisville, KY,2HKRM4H35EH720356,Honda,CR-VLX,173,15,251,9,168,19602.20163401372
252,15986,2011,39132,Houston, TX,5XYKW4A26BG094476,Kia,Sorento2WD,6,6,252,5,169,19229.662283485963
253,15995,2016,28357,Pompano Beach, FL,3GNCJLSB6GL157725,Chevrolet,TraxFWD,216,19,253,0,170,20348.205129814643
254,14250,2014,41387,Louisville, KY,1G1RA6E44EU155579,Chevrolet,VoltPlug-In,173,15,254,0,171,19310.962345629523
255,43480,2016,23753,Philadelphia, PA,1FT8W3DT3GEB93281,Ford,Super,201,10,255,4,68,20596.83663325043
256,26835,2014,35915,Grenada, MS,4T1BK1EB6EU124658,Toyota,AvalonLimited,217,40,256,3,172,19778.869157394587
257,9839,2012,129764,Madison, WI,2GNALDEK8C6188718,Chevrolet,EquinoxFWD,209,16,257,0,9,12676.937540039877
258,31615,2015,23875,Princeton, WV,1C6RR7KT5FS690085,Ram,"1500Express,",218,23,258,20,173,20686.734746498256
259,5997,2010,89560,Wichita, KS,1FAHP3EN0AW122172,Ford,Focus4dr,219,17,259,4,159,15762.583389857711
260,37998,2017,4367,Natick, MA,55SWF4KB0HU187413,Mercedes-Benz,C-ClassC,220,21,260,6,174,22158.835555026704
261,15598,2017,3973,Greenfield, WI,5NPD84LF2HH135092,Hyundai,ElantraSE,200,16,261,21,175,22166.28997063998
262,8995,2013,51110,West Seneca, NY,1C3CDFBA5DD309010,Dodge,DartSXT,221,31,262,19,67,18582.42081469449
263,22525,2016,33920,Vero Beach, FL,2C3CDXCTXGH210518,Dodge,ChargerRT,222,19,263,19,176,19971.811876275868
264,25900,2008,165546,Fredericksburg, VA,1GCHK23628F152234,Chevrolet,Silverado,223,12,264,0,5,10015.332860591627
265,39500,2014,30332,Knoxville, TN,WA1CGAFE4ED014642,Audi,Q73.0T,224,13,265,12,177,20222.87637685445
266,9999,2012,86394,Morrow, GA,19XFB2F54CE098576,Honda,Civic,225,1,266,9,19,15934.247239001501
267,10650,2015,32036,Westminster, MD,KMHCU4AE5FU822776,Hyundai,AccentGLS,162,25,267,21,178,20036.283750395753
268,14554,2016,43299,Vernon, CT,1G11E5SA9GF152710,Chevrolet,Malibu,226,26,268,0,179,19295.448406369753
269,30400,2015,12128,Aurora, CO,2GKFLZE32F6396087,GMC,TerrainAWD,82,14,269,11,180,21413.866301346105
270,24995,2015,23705,Miami, FL,1GKKRNED7FJ337036,GMC,AcadiaFWD,95,19,270,11,181,20576.63570768029
271,8995,2011,65641,Torrington, CT,5NPEB4AC2BH060657,Hyundai,Sonata4dr,227,26,271,21,182,17599.730948967146
272,22900,2011,97000,Goodlettsville, TN,1D7RV1CT2BS664382,Ram,15004WD,228,13,272,20,183,15281.43762919039
273,14999,2010,84316,Spokane Valley, WA,3D4PH6FV6AT101449,Dodge,JourneyAWD,229,3,273,19,184,16213.004946385929
274,18995,2014,75032,Columbus, OH,WBA5A7C53ED612547,BMW,5,55,4,274,13,48,16623.279940921402
275,27888,2017,4488,Davie, FL,JN1BJ0RP7HM385179,INFINITI,QX50RWD,230,19,275,22,185,22204.85081936148
276,13995,2009,100471,Colorado Springs, CO,5GAEV23D39J175336,Buick,EnclaveAWD,16,14,276,23,186,14748.273705906342
277,8977,2006,111611,Falls Church, VA,5N1AA08B76N741373,Nissan,ArmadaSE,231,12,277,2,187,14163.353357984986
278,45500,2013,15407,Lawrenceville, NJ,WP0CA2A8XDS113863,Porsche,BoxsterRoadster,211,20,278,24,188,21339.224004843112
279,42996,2016,35719,Carrollton, TX,1GKS1BKC1GR448833,GMC,Yukon2WD,232,6,279,11,189,19894.98531556863
280,27900,2014,25939,ROCHESTER, NY,1C4RJFAG7EC109564,Jeep,Grand,233,31,280,1,42,20491.43278477104
281,23988,2015,27747,Mechanicsburg, PA,5N1AT2MV8FC806345,Nissan,RogueSL,234,10,281,2,190,20481.989916686565
282,12399,2011,53370,Bedford, OH,JTHBK1EG7B2466478,Lexus,ES,134,4,282,8,51,18313.824848579363
283,28990,2015,29412,WEST CHESTER, PA,KM8SRDHF5FU107590,Hyundai,Santa,235,10,283,21,64,20270.158683440306
284,22750,2014,35597,Louisville, KY,2FMGK5C89EBD38800,Ford,FlexSEL,173,15,284,4,191,19821.586180980048
285,26615,2016,14164,Longwood, FL,1N4AA6AP8GC420717,Nissan,MaximaSR,236,19,285,2,192,21511.821928348283
286,26488,2017,46829,Fort Wayne, IN,2C4RC1BG4HR524557,Chrysler,PacificaTouring-L,237,29,286,7,193,19109.877485649904
287,21495,2016,39917,Millington, TN,2C4RC1BG6GR288864,Chrysler,Town,238,13,287,7,35,19493.337387670654
288,14587,2014,36992,Memphis, TN,1N4AL3AP0EC105528,Nissan,Altima2.5,239,13,288,2,4,19668.263417168288
289,21991,2015,20156,Manheim, PA,WVGBV7AX1FW575322,Volkswagen,TiguanSEL,240,10,289,16,194,21073.06390166072
290,51999,2017,500,Pensacola, FL,5TFAW5F1XHX665166,Toyota,Tundra,241,19,290,3,58,22449.950317325452
291,18988,2010,68317,Cincinnati, OH,JN8AS1MW9AM850081,INFINITI,FX35AWD,65,4,291,22,63,17139.938333074253
292,31000,2017,28990,Nicholasville, KY,5GAKRBKD5HJ140434,Buick,EnclaveLeather,242,15,292,23,70,20356.596254685253
293,42977,2016,36726,Mendon, MA,3C6UR5DL1GG252331,Ram,25004WD,243,21,293,20,195,19871.74805352516
294,9800,2014,70265,Ardmore, PA,3N1AB7AP1EL667319,Nissan,SentraS,138,10,294,2,196,17236.78652586879
295,22746,2015,37196,Homestead, FL,1C6RR6FT9FS659037,Ram,"1500Express,",244,19,295,20,173,19815.169069356845
296,9897,2008,120936,Lewisville, TX,JNKBV61E48M212989,INFINITI,G35,245,6,296,22,197,13562.398455192499
297,13843,2015,46449,Rochester, NY,2T1BURHE0FC451235,Toyota,CorollaS,246,31,297,3,124,19100.14407110731
298,22990,2005,27852,Fredericksburg, VA,ZAMCE39A850018325,Maserati,Quattroporte4dr,223,12,298,29,198,20399.40702111696
299,23767,2016,12912,Wytheville, VA,2C3CCAEG7GH348873,Chrysler,300300C,247,12,299,7,199,21654.39890777567
300,31990,2017,10476,Vero Beach, FL,JF2SJAWC6HH530940,Subaru,Forester2.5i,222,19,300,10,20,21681.47063935233
301,18791,2015,31784,Limerick, PA,2GNALCEKXF6296529,Chevrolet,EquinoxFWD,248,10,301,0,9,20108.031725063192
302,28995,2014,49081,Santa Maria, CA,3TMLU4ENXEM146598,Toyota,TacomaDouble,249,9,302,3,200,18965.13764161469
303,13995,2014,35638,Woodinville, WA,19XFB2F51EE274793,Honda,Civic,250,3,303,9,19,19826.522255344036
304,12990,2010,167184,Fullerton, CA,JTEJW3EHXA2038467,Toyota,Highlander,251,9,304,3,201,10187.728189363812
305,22995,2017,23330,Rahway, NJ,1FA6P8TH2H5205555,Ford,MustangEcoBoost,252,20,305,4,202,20916.27927544263
306,31392,2016,25333,Rock Hill, SC,JTHBA1D23G5017815,Lexus,IS,253,41,306,8,162,20732.624019740386
307,20000,2016,23187,Snellville, GA,2GNFLFEK1G6238723,Chevrolet,EquinoxAWD,254,1,307,0,10,20775.910198805002
308,21987,2014,48508,Glen Mills, PA,1C4PJMDS1EW191396,Jeep,CherokeeLimited,255,10,308,1,203,19030.663327027272
309,14991,2016,37078,San Marcos, TX,1FADP3K26GL259099,Ford,FocusHatchback,256,6,309,4,18,19761.32233957034
310,14964,2013,31117,ORLANDO, FL,2HGFG4A51DH703293,Honda,Civic,73,19,310,9,19,19945.122448374288
311,16990,2007,98258,Tuscon, AZ,1GKFK66847J353158,GMC,Yukon,257,18,311,11,22,15146.793765629016
312,25500,2012,62830,Arlington, WA,1C4AJWBG7CL234962,Jeep,Wrangler4WD,136,3,312,1,204,17808.7049315399
313,10599,2013,30893,Austin, TX,KMHD35LE9DU082060,Hyundai,Elantra,9,6,313,21,205,20028.336420274412
314,26795,2011,93221,Addison, TX,WP1AB2A21BLA41960,Porsche,CayenneAWD,258,6,314,24,206,15709.203486094322
315,2300,2006,161722,Ridgewood, NY,2D4GP44L36R827336,Dodge,Grand,259,31,315,19,42,10466.404018286745
316,19788,2013,20133,Jacksonville, FL,3VW5P7AT8DM822581,Volkswagen,Beetle,205,19,316,16,207,21080.098661024713
317,21755,2017,27232,Colorado Springs, CO,5XYPGDA53HG217611,Kia,SorentoLX,16,14,317,5,34,20229.95977709989
318,17995,2016,42146,Fort Wayne, IN,2C3CDXHG5GH250890,Dodge,ChargerSXT,237,29,318,19,208,19529.02435728633
319,15900,2013,63669,Marietta, GA,2C3CDYAG9DH562724,Dodge,ChallengerSXT,260,1,319,19,209,17933.245238268773
320,10900,2014,50774,Countryside, IL,1FADP3F20EL166568,Ford,FocusSedan,261,2,320,4,210,18901.893635930457
321,19997,2016,14359,Sherwood, AR,3C4PDCGB4GT239186,Dodge,JourneyFWD,262,38,321,19,211,21627.071567472045
322,15000,2016,40110,Burlington, NC,4T1BF1FK3GU575813,Toyota,CamrySE,263,7,322,3,212,19721.452546477936
323,28500,2016,46779,Vallejo, CA,1C4RJEBGXGC335271,Jeep,Grand,135,9,323,1,42,18940.56179035977
324,37995,2016,7309,Pelham, AL,WAUDFAFC8GN102759,Audi,A62.0T,13,11,324,12,213,21841.529272749143
325,25385,2016,1811,Miami, FL,KL4CJASB9GB710215,Buick,EncoreFWD,95,19,325,23,214,22355.85267776456
326,11500,2010,75903,Stockton, CA,2CTALBEWXA6348180,GMC,TerrainFWD,264,9,326,11,90,16926.385241123644
327,26297,2016,3660,Lindon, UT,WAUSGAFR0GA023120,Audi,A52.0T,265,5,327,12,215,22435.880760870634
328,4900,2008,110810,Murphy, TX,KNAFE121485552782,Kia,Spectra4dr,266,6,328,5,156,14377.412608577242
329,21255,2017,36214,Redmond, OR,5XYPGDA54HG191035,Kia,SorentoLX,93,28,329,5,34,19689.69526209699
330,36679,2013,44810,Marysville, WA,1FTFW1ET2DFA63721,Ford,F-150SuperCrew,3,3,330,4,8,18877.976491491605
331,9395,2013,52253,Mobile, AL,KMHCT4AE2DU579203,Hyundai,AccentGLS,63,11,331,21,178,18535.003726062685
332,16497,2014,27637,Lake Park, FL,19XFB2F94EE077233,Honda,Civic,267,19,332,9,19,20505.978969867898
333,2200,2007,148530,Gulf Breeze, FL,3VWHF81K97M109741,Volkswagen,Jetta,268,19,333,16,166,11597.531465825505
334,18479,2014,11826,Conroe, TX,1FMCU0GX3EUE38625,Ford,EscapeSE,269,6,334,4,216,21831.039847770677
335,16995,2014,23645,Ardmore, PA,1HGCT1B39EA001703,Honda,Accord,138,10,335,9,40,20661.196275761686
336,18077,2017,15248,Victorville, CA,5XXGT4L39HG127813,Kia,OptimaLX,103,9,336,5,13,21252.238437116717
337,35000,2015,59362,Hicksville, OH,1FTEW1EF1FFA91843,Ford,F-1504WD,270,4,337,4,52,18206.46512929787
338,15365,2016,31980,Knightdale, NC,KNDPB3AC1G7871011,Kia,SportageFWD,271,7,338,5,217,20372.768542879523
339,18499,2010,83571,Dallas, TX,5TFEM5F16AX007065,Toyota,Tundra,272,6,339,3,58,16372.74273173417
340,15990,2015,16662,Tampa, FL,3VW817AU2FM048449,Volkswagen,Golf2-Door,273,19,340,16,218,21505.424138124006
341,8998,2008,124647,Mechanicsville, VA,5TENX22N78Z537708,Toyota,Tacoma2WD,274,12,341,3,219,13440.17321349986
342,8949,2006,176527,San Marcos, TX,1FTPW12576KB03246,Ford,F-1502WD,256,6,342,4,108,9473.585447441725
343,35990,2013,18381,Lauderdale Lakes, FL,WDDKK5KF1DF205286,Mercedes-Benz,E-ClassE350,275,19,343,6,220,21366.971736351763
344,22488,2016,5189,Franklin, TN,JF1ZNAA11G9708131,Scion,FR-SManual,276,13,344,30,221,22380.578189419055
345,33890,2017,26933,Saint Louis Park, MN,1FMJU1JT6HEA15023,Ford,ExpeditionXLT,277,8,345,4,222,20783.929648753117
346,35057,2017,11375,Myrtle Beach, SC,JN8CS1MU8HM141322,INFINITI,QX70RWD,278,41,346,22,223,21943.780641817164
347,13879,2015,24408,Martinez, CA,WVGAV7AX6FW550508,Volkswagen,TiguanS,279,9,347,16,127,20885.351757717046
348,35990,2016,41271,Manahawkin, NJ,5FNYF6H94GB057661,Honda,Pilot4WD,280,20,348,9,224,19725.204598641918
349,21995,2012,111595,Beloit, KS,1GKKVTED4CJ179542,GMC,AcadiaAWD,281,17,349,11,225,14480.979408947622
350,16900,2014,59764,Louisville, KY,2T3RFREV0EW178637,Toyota,RAV44X4,173,15,350,3,137,18138.32824722737
351,16490,2014,39878,Golden Valley, MN,5N1AT2MV8EC817151,Nissan,RogueS,282,8,351,2,226,19816.237838791418
352,26990,2015,35516,Spring Valley, NY,WBA3B5C52FF961780,BMW,3,283,31,352,13,86,20049.93930547668
353,19495,2014,38165,Burbank, CA,WDDGF4HB2EA967324,Mercedes-Benz,C-ClassC250,284,9,353,6,227,19951.075389016856
354,27844,2014,35384,Miami, FL,WBA5A5C55ED510493,BMW,5,95,19,354,13,48,19787.49450360608
355,12990,2015,35302,North Palm Beach, FL,1VWAT7A31FC012546,Volkswagen,Passat4dr,285,19,355,16,41,20040.01267231972
356,10991,2011,50552,Fremont, CA,KMHEC4A41BA004329,Hyundai,Sonata4dr,286,9,356,21,182,18978.15131038517
357,27977,2013,76128,Sierra Vista, AZ,1C4BJWDG9DL660476,Jeep,Wrangler,287,18,357,1,1,16972.29354497218
358,4999,2005,108917,Lakewood, NJ,JTLKT324354009622,Scion,xB5dr,288,20,358,30,228,14637.051958291182
359,14281,2017,27012,Fort Worth, TX,3KPFL4A75HE014175,Kia,ForteLX,289,6,359,5,24,20674.24706663341
360,21321,2015,25825,San Jose, CA,JF2SJAHC0FH472995,Subaru,Forester2.5i,290,9,360,10,20,20741.80546622564
361,34900,2014,38497,Ogden, UT,1FTFW1ET3EFC02952,Ford,F-1504WD,291,5,361,4,52,19820.11516023796
362,20479,2016,19030,Midlothian, VA,4T1BF1FK8GU548056,Toyota,CamryXSE,292,12,362,3,23,21264.539396846496
363,34900,2015,33320,FREEHOLD, NJ,55SWF4KB8FU009505,Mercedes-Benz,C-ClassC300,293,20,363,6,120,20273.863689676473
364,20941,2015,15120,Danvers, MA,4T3BA3BB8FU075040,Toyota,VenzaLE,294,21,364,3,229,21707.0156651703
365,28000,2014,32039,Long Island City, NY,1C4RJFBG6EC399911,Jeep,Grand,196,31,365,1,42,20182.239735078972
366,19998,2015,48042,Fort Wayne, IN,4T1BF1FK6FU480287,Toyota,CamryXSE,237,29,366,3,23,19047.57133631331
367,11095,2014,42453,Riverside, CA,3N1CE2CP8EL389793,Nissan,Versa,295,9,367,2,11,19514.825163979185
368,13000,2015,20177,Denville, NJ,5NPDH4AE5FH561320,Hyundai,ElantraSE,296,20,368,21,175,21304.15485597787
369,24950,2015,982,Rocky Mount, NC,5NPE34AF4FH252871,Hyundai,SonataLimited,297,7,369,21,59,22639.571497459096
370,13999,2014,31824,West Palm Beach, FL,1HGCT1B79EA012039,Honda,Accord,298,19,370,9,40,20335.303676208776
371,44998,2016,15922,Waterford Township, MI,5TFAY5F19GX563432,Toyota,Tundra,299,22,371,3,58,21550.76988047423
372,71888,2016,24292,Mt. Juliet, TN,1GYS4KKJ5GR360461,Cadillac,Escalade,108,13,372,25,230,20824.162476287343
373,9695,2016,35895,Hackettstown, NJ,3VW267AJ7GM374049,Volkswagen,Jetta,300,20,373,16,166,20160.325105675627
374,26985,2014,62840,Houston, TX,1C6RR7KT3ES411540,Ram,"1500Tradesman,",6,6,374,20,69,17702.87067872772
375,17577,2016,9128,Lake Katrine, NY,1N4AL3AP2GC272346,Nissan,Altima2.5,301,31,375,2,4,22024.941126658032
376,14490,2017,7053,Homestead, FL,5NPE24AF7HH480255,Hyundai,SonataSE,244,19,376,21,231,22291.716326519367
377,32995,2015,2925,Cerritos, CA,19UUB3F73FA000385,Acura,TLXSH-AWD,302,9,377,31,232,22651.524653964658
378,20991,2015,10507,Sugar Land, TX,JTMWFREV9FJ035687,Toyota,RAV44X2,303,6,378,3,55,21957.85649469153
379,9491,2010,76894,Plano, IL,2D4RN4DE1AR238374,Dodge,Grand,170,2,379,19,42,16816.196114056806
380,11999,2009,141250,Spokane Valley, WA,1J8HR58T29C520337,Jeep,Grand,229,3,380,1,42,12117.010070485545
381,27493,2015,39576,Orlando, FL,5FNYF3H50FB023954,Honda,PilotEX-L,51,19,381,9,233,19632.368978931496
382,15995,2016,5966,San Antonio, TX,3MZBM1V76GM265342,Mazda,Mazda3i,40,6,382,15,97,22015.636392847755
383,19275,2017,12487,Miami, FL,3C6TRVAG1HE511884,Ram,ProMaster,95,19,383,20,107,21623.90039439241
384,12650,2008,146127,Raleigh, NC,JTEZU14R58K020055,Toyota,4RunnerRWD,304,7,384,3,234,11994.265835105018
385,34280,2016,6483,Philadelphia, PA,1GCGTCE36G1368374,Chevrolet,ColoradoCrew,201,10,385,0,85,22176.684603002708
386,31400,2015,69768,Lawton, OK,3GTU2UEC1FG515356,GMC,Sierra,305,0,386,11,45,17583.755286734227
387,26977,2015,36882,Norwood, MA,5FNRL5H43FB033815,Honda,OdysseyEX,34,21,387,9,235,19825.453014648014
388,17997,2015,32681,Concord, NC,1HGCR2E51FA184744,Honda,Accord,306,7,388,9,40,20331.50781794834
389,11987,2013,46530,Edmonds, WA,KMHDH4AE9DU960035,Hyundai,Elantra4dr,307,3,389,21,236,19437.23991982589
390,19383,2011,68040,Grapevine, TX,WDDHF5GB5BA326546,Mercedes-Benz,E-Class4dr,308,6,390,6,237,17827.286984158833
391,12486,2006,94923,PLYMOUTH MEETING, PA,2T2HA31U66C106868,Lexus,RX,309,10,391,8,164,15732.689187476557
392,21131,2015,23209,Cortlandt, NY,5XYKTCA68FG612549,Kia,SorentoLX,310,31,392,5,34,21043.908500319718
393,9999,2008,105895,Fontana, CA,WBAWV13558P120319,BMW,3,311,9,393,13,86,14889.916990311875
394,57441,2017,12750,MIDLAND, TX,5UXKR0C5XH0V66795,BMW,X5xDrive35i,312,6,394,13,238,21999.108477922433
395,27685,2017,21204,Woburn, MA,5N1DR2MN3HC624597,Nissan,PathfinderSL,313,21,395,2,239,21378.2165632009
396,21999,2004,132049,Houston, TX,5GRGN23U24H121550,HUMMER,H24dr,6,6,396,32,240,12652.186034219529
397,19615,2011,84900,Branson, MO,1D7RB1CT7BS554131,Ram,15002WD,314,24,397,20,241,16607.74981285731
398,12994,2009,83979,HARDEEVILLE, SC,JTHCK262895030521,Lexus,IS,315,41,398,8,162,16599.076351362768
399,12527,2009,82995,Hudson, NH,4S4WX97D094403464,Subaru,Tribeca4dr,316,30,399,10,242,16735.10944944498
400,21900,2015,27901,Hudson, NH,5J6RM4H50FL079223,Honda,CR-VEX,316,30,400,9,243,20880.265677247182
401,6696,2004,153400,Concord, NC,WDBUF65J44A598015,Mercedes-Benz,E-ClassE320,306,7,401,6,244,11461.28640278754
402,16984,2014,63436,Alpharetta, GA,1C4PJLDB2EW173791,Jeep,CherokeeLimited,317,1,402,1,203,18211.560646743495
403,12989,2009,58856,Victor, NY,JN8AZ18W69W131571,Nissan,MuranoAWD,318,31,403,2,21,18365.695512771625
404,22495,2013,60118,Abilene, TX,1FM5K7F93DGA54318,Ford,ExplorerLimited,319,6,404,4,245,18485.882447289467
405,20799,2017,21137,Freehold, NJ,5XYZTDLB0HG441510,Hyundai,Santa,186,20,405,21,64,21114.38064869311
406,15000,2013,116419,Tempe, AZ,1GCRCSE07DZ262652,Chevrolet,Silverado,35,18,406,0,5,13785.024191942055
407,22592,2012,75572,Escondido, CA,3TMKU4HN7CM031462,Toyota,Tacoma2WD,143,9,407,3,219,17097.33394346616
408,10495,2008,63916,Belford, NJ,4M2CU97118KJ21733,Mercury,Mariner4WD,320,20,408,33,246,18165.274833776086
409,21369,2016,22459,West Babylon, NY,1HGCR2F81GA029170,Honda,Accord,321,31,409,9,40,21166.445544380083
410,25000,2014,36723,Woonsocket, RI,1GKKVPKD4EJ277047,GMC,AcadiaAWD,322,35,410,11,225,20233.248929636145
411,21191,2016,24823,Lithonia, GA,JTMWFREV1GD084818,Toyota,RAV4FWD,323,1,411,3,247,21152.13448419179
412,19990,2012,46629,Modesto, CA,2G1FC1E39C9133126,Chevrolet,CamaroCoupe,324,9,412,0,135,19414.549313892385
413,15554,2016,31797,San Antonio, TX,1VWBT7A36GC034080,Volkswagen,Passat4dr,40,6,413,16,41,20130.047655670576
414,24733,2015,51260,Franklin, TN,5TDZARFH5FS013435,Toyota,HighlanderFWD,276,13,414,3,6,18950.720272405262
415,20600,2015,34444,Newport News, VA,JF2SJAHC7FH573824,Subaru,Forester2.5i,325,12,415,10,20,20270.21229299951
416,39997,2016,25795,Jonesboro, AR,5TDDKRFH1GS300487,Toyota,HighlanderAWD,326,38,416,3,115,20998.376209780123
417,11989,2013,50079,Morgan, UT,3FA6P0G7XDR311830,Ford,FusionS,327,5,417,4,248,19270.1275634701
418,65900,2016,1200,Greensboro, NC,WP1AA2A2XGKA15888,Porsche,CayenneAWD,328,7,418,24,206,22893.356224828985
419,30604,2017,36604,Tucson, AZ,5GAKRBKDXHJ116288,Buick,EnclaveLeather,87,18,419,23,70,19880.659988911564
420,5495,2011,97200,Naugatuck, CT,5NPEB4AC0BH001252,Hyundai,Sonata4dr,38,26,420,21,182,15357.1806475284
421,16280,2015,32525,Philadelphia, PA,1N4AL3AP4FC118512,Nissan,Altima2.5,201,10,421,2,4,20257.06043738114
422,15877,2014,58591,Denton, TX,5XXGN4A77EG335152,Kia,OptimaEX,329,6,422,5,249,18665.212711721393
423,34994,2017,25189,Greenvale, NY,1C4RJFBG9HC639974,Jeep,Grand,330,31,423,1,42,21018.472538301736
424,17995,2017,35897,Lakewood, WA,3FA6P0HD9HR132799,Ford,FusionSE,288,3,424,4,250,20330.46151463675
425,19056,2015,19161,Van Wert, OH,KL4CJCSB7FB140631,Buick,EncoreLeather,331,4,425,23,100,21491.900099578976
426,13146,2013,64045,Lithia Springs, GA,1N4AL3AP0DC102661,Nissan,AltimaSedan,332,1,426,2,251,18264.383233586068
427,8999,2013,60696,Miami, FL,JN8AS5MT5DW516278,Nissan,RogueS,95,19,427,2,226,18199.425757065816
428,6995,2004,161570,Lugoff, SC,5TDZA22CX4S200829,Toyota,Sienna5dr,333,41,428,3,87,10834.36314595965
429,24830,2012,50169,Milford, NH,1GCPKSE73CF152513,Chevrolet,Silverado,174,30,429,0,5,18905.254238187794
430,9995,2016,36446,West Seneca, NY,KMHCT4AE7GU955527,Hyundai,AccentSE,221,31,430,21,252,20213.286610154046
431,22512,2015,28109,Aurora, CO,ZACCJBCT0FPB72764,Jeep,RenegadeTrailhawk,82,14,431,1,253,20645.46785716039
432,18991,2016,10059,Prince Frederick, MD,KL4CJASB5GB693316,Buick,EncoreFWD,334,25,432,23,214,22283.79268922139
433,12888,2006,132495,Tacoma, WA,5N3AA08C86N803458,INFINITI,QX564WD,169,3,433,22,254,12937.211309703338
434,19695,2015,28056,Orlando, FL,5J6TF3H54FL000470,Honda,CrosstourEX-L,51,19,434,9,255,20619.53046930463
435,15993,2015,30155,Florence, KY,2GNALBEK8F6118516,Chevrolet,EquinoxFWD,335,15,435,0,9,20636.050637917047
436,18995,2014,26285,Milwaukee, WI,JF1ZNAA14E8709891,Scion,FR-SAutomatic,151,16,436,30,256,20871.76127232356
437,7498,2007,115328,Mount Laurel, NJ,WDBRF92H57F887419,Mercedes-Benz,C-Class4dr,336,20,437,6,257,14440.159945197116
438,18931,2016,32317,Little Rock, AR,3CZRU5H36GM720038,Honda,HR-V2WD,207,38,438,9,258,20523.574914469576
439,21995,2015,47195,Waterbury, CT,JF2GPASC4FH269041,Subaru,XV,337,26,439,10,132,19480.740355899427
